Gene stable ID,Gene name,NCBI gene ID,Gene stable ID,Gene name
ENSG00000065000,AP3D1,8943,ENSDARG00000071424,ap3d1
ENSG00000129657,SEC14L1,6397,ENSDARG00000098821,sec14l1
ENSG00000121350,PYROXD1,79912,ENSDARG00000104817,pyroxd1
ENSG00000186193,SAPCD2,89958,ENSDARG00000115167,CABZ01078734.1
ENSG00000252305,AC005389.1,,ENSDARG00000082930,BX649502.1
ENSG00000252305,AC005389.1,,ENSDARG00000102120,BX323828.1
ENSG00000140153,WDR20,91833,ENSDARG00000079220,wdr20a
ENSG00000268133,AC003002.1,,ENSDARG00000098424,CABZ01079241.1
ENSG00000187714,SLC18A3,6572,ENSDARG00000107527,slc18a3b
ENSG00000198113,TOR4A,54863,ENSDARG00000010145,tor4aa
ENSG00000167468,GPX4,2879,ENSDARG00000076836,gpx4b
ENSG00000083223,TUT7,79670,ENSDARG00000074645,CABZ01032476.1
ENSG00000159110,IFNAR2,3455,ENSDARG00000087131,ifnlr1
ENSG00000212533,AC008013.1,,ENSDARG00000081440,CU469540.1
ENSG00000212533,AC008013.1,,ENSDARG00000083582,CU469540.2
ENSG00000080298,RFX3,5991,ENSDARG00000014550,rfx3
ENSG00000197223,C1D,10438,ENSDARG00000021112,c1d
ENSG00000109072,VTN,7448,ENSDARG00000053831,vtnb
ENSG00000148468,FAM171A1,221061,ENSDARG00000079788,fam171a1
ENSG00000126882,FAM78A,286336,ENSDARG00000088222,fam78ab
ENSG00000202031,SNORD38A,,ENSDARG00000106293,SNORD38A
ENSG00000198886,MT-ND4,4538,ENSDARG00000063917,mt-nd4
ENSG00000117560,FASLG,356,ENSDARG00000098913,faslg
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000090839,zmp:0000001006
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000103716,si:busm1-194e12.11
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000116565,CT583723.2
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000114601,CU914776.2
ENSG00000196735,HLA-DQA1,3117,ENSDARG00000103702,si:busm1-194e12.8
ENSG00000149418,ST14,6768,ENSDARG00000100088,zmp:0000001114
ENSG00000100811,YY1,7528,ENSDARG00000027978,yy1b
ENSG00000151062,CACNA2D4,93589,ENSDARG00000103810,cacna2d4a
ENSG00000102531,FNDC3A,22862,ENSDARG00000105503,fndc3a
ENSG00000129673,AANAT,15,ENSDARG00000036567,aanat1
ENSG00000206561,COLQ,8292,ENSDARG00000074216,wu:fc38h03
ENSG00000182463,TSHZ2,128553,ENSDARG00000079201,tshz2
ENSG00000141447,OSBPL1A,114876,ENSDARG00000053746,CABZ01084566.1
ENSG00000185896,LAMP1,3916,ENSDARG00000100181,lamp1a
ENSG00000212191,AC017087.1,,ENSDARG00000080775,CR847523.2
ENSG00000212191,AC017087.1,,ENSDARG00000080188,CR847523.1
ENSG00000123146,ADGRE5,976,ENSDARG00000097680,si:ch211-241f5.3
ENSG00000170788,DYDC1,143241,ENSDARG00000101848,dydc2
ENSG00000205808,PLPP6,403313,ENSDARG00000043527,plpp6
ENSG00000283990,MIRLET7A3,,ENSDARG00000082287,dre-let-7a-3
ENSG00000101438,SLC32A1,140679,ENSDARG00000059775,slc32a1
ENSG00000101004,NINL,22981,ENSDARG00000098414,ninl
ENSG00000135070,ISCA1,81689,ENSDARG00000051956,isca1
ENSG00000188501,LCTL,197021,ENSDARG00000016337,lctlb
ENSG00000205810,KLRC3,3823,ENSDARG00000074732,BX682234.1
ENSG00000041982,TNC,3371,ENSDARG00000078362,zmp:0000000846
ENSG00000165694,FRMD7,90167,ENSDARG00000068958,frmd7
ENSG00000141380,SS18,6760,ENSDARG00000002970,ss18
ENSG00000184154,LRTOMT,220074,ENSDARG00000115463,tomt
ENSG00000128951,DUT,1854,ENSDARG00000102748,CABZ01074745.1
ENSG00000128951,DUT,1854,ENSDARG00000106529,dut
ENSG00000140575,IQGAP1,8826,ENSDARG00000078888,iqgap1
ENSG00000257949,TEN1,100134934,ENSDARG00000097346,ten1
ENSG00000137204,SLC22A7,10864,ENSDARG00000056652,zmp:0000001102
ENSG00000143933,CALM2,805,ENSDARG00000015050,calm3a
ENSG00000137571,SLCO5A1,81796,ENSDARG00000071685,slco5a1a
ENSG00000176386,CDC26,246184,ENSDARG00000077815,cdc26
ENSG00000108984,MAP2K6,5608,ENSDARG00000099184,map2k6
ENSG00000175115,PACS1,55690,ENSDARG00000113768,CABZ01058046.1
ENSG00000215182,MUC5AC,4586,ENSDARG00000109688,CU459012.3
ENSG00000196850,PPTC7,160760,ENSDARG00000052658,pptc7b
ENSG00000116141,MARK1,4139,ENSDARG00000113295,LO017802.1
ENSG00000116141,MARK1,4139,ENSDARG00000104014,mark1
ENSG00000259803,SLC22A31,146429,ENSDARG00000078882,slc22a31
ENSG00000174136,RGMB,285704,ENSDARG00000079323,rgmb
ENSG00000212432,AC092821.1,,ENSDARG00000081440,CU469540.1
ENSG00000212432,AC092821.1,,ENSDARG00000083582,CU469540.2
ENSG00000099817,POLR2E,5434,ENSDARG00000074274,CABZ01024418.1
ENSG00000123594,ATXN3L,92552,ENSDARG00000099274,atxn3
ENSG00000117118,SDHB,6390,ENSDARG00000075768,sdhb
ENSG00000238961,SNORA47,,ENSDARG00000083424,BX569796.1
ENSG00000222414,RNU2-59P,,ENSDARG00000115186,CR388189.8
ENSG00000222414,RNU2-59P,,ENSDARG00000111709,CR388189.6
ENSG00000222414,RNU2-59P,,ENSDARG00000081431,CR388189.2
ENSG00000206948,SNORA36A,,ENSDARG00000083089,SNORA36B
ENSG00000005448,WDR54,84058,ENSDARG00000010248,wdr54
ENSG00000114120,SLC25A36,55186,ENSDARG00000015915,slc25a36b
ENSG00000166405,RIC3,79608,ENSDARG00000101185,CABZ01095001.1
ENSG00000276161,SNORA17B,,ENSDARG00000101659,CU655836.1
ENSG00000253251,SHLD3,112441434,ENSDARG00000035700,zgc:101664
ENSG00000159842,ABR,29,ENSDARG00000059587,CU928117.1
ENSG00000131061,ZNF341,84905,ENSDARG00000103725,znf341
ENSG00000116117,PARD3B,117583,ENSDARG00000092671,pard3ba
ENSG00000120063,GNA13,10672,ENSDARG00000037924,gna13b
ENSG00000144959,NCEH1,57552,ENSDARG00000115549,NCEH1
ENSG00000110148,CCKBR,887,ENSDARG00000076824,CCKBR
ENSG00000162772,ATF3,467,ENSDARG00000007823,atf3
ENSG00000129353,SLC44A2,57153,ENSDARG00000103399,zgc:63569
ENSG00000115339,GALNT3,2591,ENSDARG00000108649,GALNT3
ENSG00000130656,HBZ,3050,ENSDARG00000069735,hbaa2
ENSG00000130656,HBZ,3050,ENSDARG00000097011,hbaa1
ENSG00000130656,HBZ,3050,ENSDARG00000079078,si:ch211-5k11.8
ENSG00000130656,HBZ,3050,ENSDARG00000089475,hbae1.1
ENSG00000130656,HBZ,3050,ENSDARG00000088330,hbae1.3
ENSG00000130656,HBZ,3050,ENSDARG00000089124,hbae1.3
ENSG00000130656,HBZ,3050,ENSDARG00000079305,hbae3
ENSG00000108950,FAM20A,54757,ENSDARG00000111526,CABZ01057057.1
ENSG00000283819,MIR144,406936,ENSDARG00000081589,dre-mir-144
ENSG00000167807,AC011511.1,,ENSDARG00000052190,fdx2
ENSG00000207779,MIR15B,406949,ENSDARG00000081366,dre-mir-15c
ENSG00000166840,GLYATL1,92292,ENSDARG00000102568,si:ch73-106k19.2
ENSG00000062096,ARSF,416,ENSDARG00000117075,arsib
ENSG00000159140,SON,6651,ENSDARG00000114730,CABZ01113192.1
ENSG00000185418,TARS3,123283,ENSDARG00000075385,LO017852.1
ENSG00000005175,RPAP3,79657,ENSDARG00000087962,rpap3
ENSG00000078668,VDAC3,7419,ENSDARG00000116680,zgc:56235
ENSG00000212347,AL031584.1,,ENSDARG00000116829,CU467861.10
ENSG00000212347,AL031584.1,,ENSDARG00000112580,CU467861.9
ENSG00000207870,MIR221,,ENSDARG00000091272,dre-mir-221
ENSG00000155542,SETD9,133383,ENSDARG00000074456,setd9
ENSG00000071242,RPS6KA2,6196,ENSDARG00000028469,rps6ka2
ENSG00000128268,MGAT3,4248,ENSDARG00000036619,mgat3b
ENSG00000006638,TBXA2R,6915,ENSDARG00000104717,tbxa2r
ENSG00000246705,H2AJ,55766,ENSDARG00000098739,h2af1al
ENSG00000004468,CD38,952,ENSDARG00000113438,CR318624.2
ENSG00000134873,CLDN10,9071,ENSDARG00000104528,cldn10b
ENSG00000134873,CLDN10,9071,ENSDARG00000099598,CABZ01067558.1
ENSG00000162643,WDR63,126820,ENSDARG00000105093,WDR63
ENSG00000149571,KIRREL3,84623,ENSDARG00000115903,KIRREL3
ENSG00000149571,KIRREL3,84623,ENSDARG00000113833,CABZ01112461.1
ENSG00000002834,LASP1,3927,ENSDARG00000113614,CABZ01092072.2
ENSG00000112799,LY86,9450,ENSDARG00000090649,ly86
ENSG00000214042,IFNA7,3444,ENSDARG00000070676,ifnphi3
ENSG00000101417,PXMP4,11264,ENSDARG00000114885,pxmp4
ENSG00000129465,RIPK3,11035,ENSDARG00000090965,ripk3
ENSG00000105428,ZNRF4,148066,ENSDARG00000017636,rnf167
ENSG00000197888,UGT2B17,7367,ENSDARG00000093043,ugt2a7
ENSG00000197888,UGT2B17,7367,ENSDARG00000113218,FP236810.2
ENSG00000197888,UGT2B17,7367,ENSDARG00000109611,FP236810.1
ENSG00000197888,UGT2B17,7367,ENSDARG00000054835,ugt5f1
ENSG00000197888,UGT2B17,7367,ENSDARG00000116986,zgc:172315
ENSG00000197888,UGT2B17,7367,ENSDARG00000110614,ugt2a7
ENSG00000185008,ROBO2,6092,ENSDARG00000014891,robo2
ENSG00000204403,CASP12,100506742,ENSDARG00000086266,CR925773.1
ENSG00000204403,CASP12,100506742,ENSDARG00000112575,CU467905.1
ENSG00000106178,CCL24,6369,ENSDARG00000041919,ccl38.1
ENSG00000106178,CCL24,6369,ENSDARG00000041923,ccl38.6
ENSG00000106178,CCL24,6369,ENSDARG00000041835,ccl38a.5
ENSG00000106178,CCL24,6369,ENSDARG00000041917,ccl38a.4
ENSG00000106178,CCL24,6369,ENSDARG00000070378,ccl35.2
ENSG00000197111,PCBP2,5094,ENSDARG00000099039,pcbp2
ENSG00000199744,SNORD36A,,ENSDARG00000080936,SNORD36A
ENSG00000176444,CLK2,1196,ENSDARG00000059870,clk2b
ENSG00000156959,LHFPL4,375323,ENSDARG00000111810,lhfpl4a
ENSG00000162341,TPCN2,219931,ENSDARG00000100420,tpcn2
ENSG00000110696,C11orf58,10944,ENSDARG00000022564,C18H11orf58
ENSG00000139289,PHLDA1,22822,ENSDARG00000099129,phlda1
ENSG00000099814,CEP170B,283638,ENSDARG00000074636,cep170b
ENSG00000120158,RCL1,10171,ENSDARG00000038312,rcl1
ENSG00000158258,CLSTN2,64084,ENSDARG00000060638,si:ch211-276c2.2
ENSG00000135968,GCC2,9648,ENSDARG00000110024,FQ377903.3
ENSG00000070019,GUCY2C,2984,ENSDARG00000014320,gucy2c
ENSG00000116138,DNAJC16,23341,ENSDARG00000059699,dnajc16
ENSG00000146067,FAM193B,54540,ENSDARG00000102831,fam193b
ENSG00000186603,HPDL,84842,ENSDARG00000113721,HPDL
ENSG00000163697,APBB2,323,ENSDARG00000103290,LO018568.2
ENSG00000138472,GUCA1C,9626,ENSDARG00000052223,rcvrna
ENSG00000138472,GUCA1C,9626,ENSDARG00000030758,guca1c
ENSG00000138472,GUCA1C,9626,ENSDARG00000111827,rcvrnb
ENSG00000174705,SH3PXD2B,285590,ENSDARG00000103251,sh3pxd2b
ENSG00000261115,TMEM178B,100507421,ENSDARG00000004577,zgc:194665
ENSG00000007372,PAX6,5080,ENSDARG00000045936,pax6b
ENSG00000189409,MMP23B,8510,ENSDARG00000043079,MMP23B
ENSG00000120519,SLC10A7,84068,ENSDARG00000104508,slc10a7
ENSG00000114388,NPRL2,10641,ENSDARG00000059613,nprl2
ENSG00000164600,NEUROD6,63974,ENSDARG00000020794,neurod6b
ENSG00000164402,SEPTIN8,23176,ENSDARG00000032606,sept8a
ENSG00000113621,TXNDC15,79770,ENSDARG00000110357,txndc15
ENSG00000127526,SLC35E1,79939,ENSDARG00000011945,slc35e1
ENSG00000128463,EMC4,51234,ENSDARG00000102733,CABZ01113812.1
ENSG00000132535,DLG4,1742,ENSDARG00000041926,dlg4a
ENSG00000132535,DLG4,1742,ENSDARG00000039385,dlg4b
ENSG00000050405,LIMA1,51474,ENSDARG00000101441,lima1a
ENSG00000186166,CCDC84,338657,ENSDARG00000059606,ccdc84
ENSG00000253042,AC099336.3,,ENSDARG00000117085,CR352234.4
ENSG00000020256,ZFP64,55734,ENSDARG00000061147,zfp64
ENSG00000202440,AC124016.1,,ENSDARG00000082891,CR749178.1
ENSG00000180481,GLIPR1L2,144321,ENSDARG00000109310,im:7150988
ENSG00000180481,GLIPR1L2,144321,ENSDARG00000103034,CABZ01068499.1
ENSG00000213931,HBE1,3046,ENSDARG00000069734,hbba2
ENSG00000213931,HBE1,3046,ENSDARG00000097238,hbba1
ENSG00000213931,HBE1,3046,ENSDARG00000089087,hbba1
ENSG00000213931,HBE1,3046,ENSDARG00000113599,hbbe1.1
ENSG00000213931,HBE1,3046,ENSDARG00000115405,hbbe1.2
ENSG00000213931,HBE1,3046,ENSDARG00000087390,hbbe1.3
ENSG00000184984,CHRM5,1133,ENSDARG00000099928,chrm5a
ENSG00000133115,STOML3,161003,ENSDARG00000079914,stoml3a
ENSG00000168811,IL12A,3592,ENSDARG00000067814,zmp:0000001127
ENSG00000136859,ANGPTL2,23452,ENSDARG00000024030,angptl2a
ENSG00000136859,ANGPTL2,23452,ENSDARG00000116302,CABZ01039096.1
ENSG00000122543,OCM,654231,ENSDARG00000024433,pvalb4
ENSG00000122543,OCM,654231,ENSDARG00000037789,pvalb1
ENSG00000122543,OCM,654231,ENSDARG00000032836,pvalb5
ENSG00000135547,HEY2,23493,ENSDARG00000013441,hey2
ENSG00000004059,ARF5,381,ENSDARG00000100339,arf4b
ENSG00000004059,ARF5,381,ENSDARG00000070472,arf5
ENSG00000223609,HBD,3045,ENSDARG00000069735,hbaa2
ENSG00000223609,HBD,3045,ENSDARG00000097011,hbaa1
ENSG00000223609,HBD,3045,ENSDARG00000079078,si:ch211-5k11.8
ENSG00000223609,HBD,3045,ENSDARG00000089475,hbae1.1
ENSG00000223609,HBD,3045,ENSDARG00000088330,hbae1.3
ENSG00000223609,HBD,3045,ENSDARG00000089124,hbae1.3
ENSG00000223609,HBD,3045,ENSDARG00000079305,hbae3
ENSG00000196943,NOP9,161424,ENSDARG00000078442,AL954696.1
ENSG00000182621,PLCB1,23236,ENSDARG00000116804,CABZ01037174.1
ENSG00000136688,IL36G,56300,ENSDARG00000098700,il1b
ENSG00000271886,MIR98,,ENSDARG00000081815,dre-let-7h
ENSG00000199631,SNORD33,,ENSDARG00000081926,CR626962.1
ENSG00000161542,PRPSAP1,5635,ENSDARG00000099222,prpsap1
ENSG00000206622,SNORA69,,ENSDARG00000082020,BX571981.1
ENSG00000141556,TBCD,6904,ENSDARG00000098749,tbcd
ENSG00000186160,CYP4Z1,199974,ENSDARG00000053530,cyp4f3
ENSG00000179912,R3HDM2,22864,ENSDARG00000102610,r3hdm2
ENSG00000122565,CBX3,11335,ENSDARG00000003860,cbx3a
ENSG00000090863,GLG1,2734,ENSDARG00000101210,glg1b
ENSG00000120925,RNF170,81790,ENSDARG00000104069,rnf170
ENSG00000105255,FSD1,79187,ENSDARG00000062017,fsd1
ENSG00000183010,PYCR1,5831,ENSDARG00000102254,pycr1a
ENSG00000181904,C5orf24,134553,ENSDARG00000113250,C21H5orf24
ENSG00000171067,C11orf24,53838,ENSDARG00000089303,BX572619.1
ENSG00000169139,UBE2V2,7336,ENSDARG00000028198,ube2v2
ENSG00000124313,IQSEC2,23096,ENSDARG00000102125,iqsec2a
ENSG00000085117,CD82,3732,ENSDARG00000026070,cd82b
ENSG00000108813,DLX4,1748,ENSDARG00000099761,vox
ENSG00000108813,DLX4,1748,ENSDARG00000100483,vent
ENSG00000114742,WDR48,57599,ENSDARG00000102734,wdr48a
ENSG00000114742,WDR48,57599,ENSDARG00000102302,CABZ01090144.1
ENSG00000185774,KCNIP4,80333,ENSDARG00000088100,KCNIP4
ENSG00000010030,ETV7,51513,ENSDARG00000089434,etv7
ENSG00000144730,IL17RD,54756,ENSDARG00000098359,il17rd
ENSG00000196305,IARS1,3376,ENSDARG00000007955,iars1
ENSG00000153443,UBALD1,124402,ENSDARG00000020976,ubald1b
ENSG00000104299,INTS9,55756,ENSDARG00000067913,ints9
ENSG00000141030,COPS3,8533,ENSDARG00000008623,cops3
ENSG00000074211,PPP2R2C,5522,ENSDARG00000056797,ppp2r2ca
ENSG00000129654,FOXJ1,2302,ENSDARG00000101919,foxj1a
ENSG00000215009,ACSM4,341392,ENSDARG00000069029,acss2l
ENSG00000221500,SNORD100,,ENSDARG00000081875,CR759830.2
ENSG00000122966,CIT,11113,ENSDARG00000088825,citb
ENSG00000122966,CIT,11113,ENSDARG00000089856,cita
ENSG00000163873,GRIK3,2899,ENSDARG00000077715,LO018303.1
ENSG00000176769,TCERG1L,256536,ENSDARG00000109963,TCERG1L
ENSG00000258052,AC025263.2,,ENSDARG00000101908,rab3ip
ENSG00000133703,KRAS,3845,ENSDARG00000010844,kras
ENSG00000135346,CGA,1081,ENSDARG00000103345,CABZ01003476.1
ENSG00000143515,ATP8B2,57198,ENSDARG00000104450,CR855996.2
ENSG00000047648,ARHGAP6,395,ENSDARG00000111170,ARHGAP6
ENSG00000225091,SNORA71A,,ENSDARG00000080532,FP236318.1
ENSG00000225091,SNORA71A,,ENSDARG00000080855,FP236318.2
ENSG00000092421,SEMA6A,57556,ENSDARG00000102165,sema6a
ENSG00000092421,SEMA6A,57556,ENSDARG00000113719,CABZ01118575.1
ENSG00000207797,MIR187,,ENSDARG00000082677,dre-mir-187
ENSG00000173821,RNF213,57674,ENSDARG00000099465,rnf213a
ENSG00000173821,RNF213,57674,ENSDARG00000113458,CABZ01058333.1
ENSG00000177669,MBOAT4,619373,ENSDARG00000052110,mboat4
ENSG00000164741,DLC1,10395,ENSDARG00000079317,dlc1
ENSG00000138031,ADCY3,109,ENSDARG00000077145,adcy3a
ENSG00000197763,TXNRD3,114112,ENSDARG00000100374,txnrd3
ENSG00000213420,GPC2,221914,ENSDARG00000104217,gpc2
ENSG00000104765,BNIP3L,665,ENSDARG00000025468,bnip3la
ENSG00000169554,ZEB2,9839,ENSDARG00000078416,zeb2b
ENSG00000161654,LSM12,124801,ENSDARG00000109510,lsm12b
ENSG00000006453,BAIAP2L1,55971,ENSDARG00000029305,baiap2l1a
ENSG00000006453,BAIAP2L1,55971,ENSDARG00000031119,baiap2l1b
ENSG00000187741,FANCA,2175,ENSDARG00000098241,fanca
ENSG00000187741,FANCA,2175,ENSDARG00000110103,FO834799.1
ENSG00000165449,SLC16A9,220963,ENSDARG00000104687,slc16a9b
ENSG00000151952,TMEM132D,121256,ENSDARG00000102759,TMEM132D
ENSG00000061794,MRPS35,60488,ENSDARG00000038456,mrps35
ENSG00000122707,RECK,8434,ENSDARG00000090039,reck
ENSG00000159423,ALDH4A1,8659,ENSDARG00000038207,aldh4a1
ENSG00000177370,TIMM22,29928,ENSDARG00000091413,TIMM22
ENSG00000269343,ZNF587B,100293516,ENSDARG00000098424,CABZ01079241.1
ENSG00000100320,RBFOX2,23543,ENSDARG00000052182,rbfox2
ENSG00000164308,ERAP2,64167,ENSDARG00000098618,erap2
ENSG00000251184,AL672142.1,,ENSDARG00000030022,nup188
ENSG00000119283,TRIM67,440730,ENSDARG00000108787,TRIM67
ENSG00000168724,DNAJC21,134218,ENSDARG00000105195,dnajc21
ENSG00000158828,PINK1,65018,ENSDARG00000001929,pink1
ENSG00000120235,IFNA6,3443,ENSDARG00000070676,ifnphi3
ENSG00000071054,MAP4K4,9448,ENSDARG00000098670,map4k4
ENSG00000147724,FAM135B,51059,ENSDARG00000105121,FAM135B
ENSG00000174886,NDUFA11,126328,ENSDARG00000042777,ndufa11
ENSG00000257008,GPR142,350383,ENSDARG00000102491,gpr142
ENSG00000149577,SIDT2,51092,ENSDARG00000045976,sidt2
ENSG00000144589,STK11IP,114790,ENSDARG00000070122,stk11ip
ENSG00000100926,TM9SF1,10548,ENSDARG00000022970,tm9sf1
ENSG00000233816,IFNA13,3447,ENSDARG00000070676,ifnphi3
ENSG00000204463,BAG6,7917,ENSDARG00000075892,bag6
ENSG00000184557,SOCS3,9021,ENSDARG00000025428,socs3a
ENSG00000100033,PRODH,5625,ENSDARG00000086512,prodhb
ENSG00000168418,KCNG4,93107,ENSDARG00000051892,kcng4b
ENSG00000125733,TRIP10,9322,ENSDARG00000100788,trip10b
ENSG00000125733,TRIP10,9322,ENSDARG00000005679,trip10a
ENSG00000137841,PLCB2,5330,ENSDARG00000090381,CABZ01072157.1
ENSG00000180745,CLRN3,119467,ENSDARG00000100465,clrn3
ENSG00000163736,PPBP,5473,ENSDARG00000114454,CR762483.1
ENSG00000163736,PPBP,5473,ENSDARG00000075163,cxcl20
ENSG00000136463,TACO1,51204,ENSDARG00000100552,taco1
ENSG00000198695,MT-ND6,4541,ENSDARG00000063922,mt-nd6
ENSG00000148123,PLPPR1,54886,ENSDARG00000100642,plppr1
ENSG00000173409,ARV1,64801,ENSDARG00000074757,arv1
ENSG00000166927,MS4A7,58475,ENSDARG00000116378,ms4a17a.17
ENSG00000166927,MS4A7,58475,ENSDARG00000043798,ms4a17a.1
ENSG00000166927,MS4A7,58475,ENSDARG00000043802,ms4a17a.8
ENSG00000166927,MS4A7,58475,ENSDARG00000094854,ms4a17a.9
ENSG00000166927,MS4A7,58475,ENSDARG00000092204,ms4a17a.5
ENSG00000166927,MS4A7,58475,ENSDARG00000105674,ms4a17a.2
ENSG00000166927,MS4A7,58475,ENSDARG00000094809,ms4a17a.11
ENSG00000166927,MS4A7,58475,ENSDARG00000054898,ms4a17a.16
ENSG00000251778,AP001619.3,,ENSDARG00000110189,FP074902.3
ENSG00000251778,AP001619.3,,ENSDARG00000112208,FP074902.4
ENSG00000251778,AP001619.3,,ENSDARG00000113464,FP074902.5
ENSG00000125820,NKX2-2,4821,ENSDARG00000053298,nkx2.2a
ENSG00000254536,AL360181.3,,ENSDARG00000109596,si:dkey-275b16.2
ENSG00000157110,RBPMS,11030,ENSDARG00000099396,rbpms
ENSG00000117477,CCDC181,57821,ENSDARG00000062021,ccdc181
ENSG00000168434,COG7,91949,ENSDARG00000061372,cog7
ENSG00000284057,AP001273.2,,ENSDARG00000006345,med17
ENSG00000207432,AC120045.1,,ENSDARG00000109514,BX324123.5
ENSG00000207432,AC120045.1,,ENSDARG00000081379,BX324123.3
ENSG00000207432,AC120045.1,,ENSDARG00000082850,AL807389.1
ENSG00000207432,AC120045.1,,ENSDARG00000115663,BX324123.6
ENSG00000207432,AC120045.1,,ENSDARG00000080633,BX324123.2
ENSG00000149792,MRPL49,740,ENSDARG00000075422,MRPL49
ENSG00000035681,NSMAF,8439,ENSDARG00000051920,nsmaf
ENSG00000135940,COX5B,1329,ENSDARG00000068738,cox5b2
ENSG00000135940,COX5B,1329,ENSDARG00000113254,CABZ01070469.1
ENSG00000114988,LMAN2L,81562,ENSDARG00000088663,lman2lb
ENSG00000114988,LMAN2L,81562,ENSDARG00000102657,lman2la
ENSG00000130811,EIF3G,8666,ENSDARG00000016889,eif3g
ENSG00000186106,ANKRD46,157567,ENSDARG00000044328,ankrd46a
ENSG00000239197,AC090985.1,,ENSDARG00000084548,BX511227.3
ENSG00000182578,CSF1R,1436,ENSDARG00000053624,csf1rb
ENSG00000162129,CLPB,81570,ENSDARG00000088463,CLPB
ENSG00000150594,ADRA2A,150,ENSDARG00000116988,FP236542.1
ENSG00000166897,ELFN2,114794,ENSDARG00000110874,CR847537.1
ENSG00000131653,TRAF7,84231,ENSDARG00000060207,traf7
ENSG00000124766,SOX4,6659,ENSDARG00000098834,sox4b
ENSG00000198730,CTR9,9646,ENSDARG00000009170,ctr9
ENSG00000103196,CRISPLD2,83716,ENSDARG00000088595,crispld2
ENSG00000198198,SZT2,23334,ENSDARG00000100203,CABZ01056637.1
ENSG00000151458,ANKRD50,57182,ENSDARG00000045666,ANKRD50
ENSG00000151458,ANKRD50,57182,ENSDARG00000079065,zgc:172215
ENSG00000101187,SLCO4A1,28231,ENSDARG00000075948,slco4a1
ENSG00000171208,NETO2,81831,ENSDARG00000112100,neto2b
ENSG00000164946,FREM1,158326,ENSDARG00000069473,frem1a
ENSG00000064687,ABCA7,10347,ENSDARG00000074221,zgc:172302
ENSG00000164715,LMTK2,22853,ENSDARG00000076324,lmtk2
ENSG00000188227,ZNF793,390927,ENSDARG00000098424,CABZ01079241.1
ENSG00000256061,DNAAF4,161582,ENSDARG00000099161,dnaaf4
ENSG00000202059,AC023271.1,,ENSDARG00000084995,CR936321.4
ENSG00000168040,FADD,8772,ENSDARG00000103021,fadd
ENSG00000122679,RAMP3,10268,ENSDARG00000111822,RAMP3
ENSG00000145979,TBC1D7,51256,ENSDARG00000029581,tbc1d7
ENSG00000145979,TBC1D7,107080638,ENSDARG00000029581,tbc1d7
ENSG00000107669,ATE1,11101,ENSDARG00000103813,ATE1
ENSG00000184384,MAML2,84441,ENSDARG00000112977,CABZ01061591.1
ENSG00000178385,PLEKHM3,389072,ENSDARG00000030633,plekhm3
ENSG00000258830,AC137834.1,,ENSDARG00000102610,r3hdm2
ENSG00000147588,PMP2,5375,ENSDARG00000101481,rbp5
ENSG00000147588,PMP2,5375,ENSDARG00000109259,CABZ01088982.1
ENSG00000132471,WBP2,23558,ENSDARG00000056605,wbp2
ENSG00000166558,SLC38A8,146167,ENSDARG00000009482,slc38a8a
ENSG00000089022,MAPKAPK5,8550,ENSDARG00000028082,mapkapk5
ENSG00000127252,PLAAT1,57110,ENSDARG00000074014,zgc:194275
ENSG00000101463,SYNDIG1,79953,ENSDARG00000100751,SYNDIG1
ENSG00000100577,GSTZ1,2954,ENSDARG00000027984,gstz1
ENSG00000173114,LRRN3,54674,ENSDARG00000102702,lrrn3b
ENSG00000163536,SERPINI1,5274,ENSDARG00000034168,serpini1
ENSG00000213672,NCKIPSD,51517,ENSDARG00000079475,nckipsd
ENSG00000116922,C1orf109,54955,ENSDARG00000012113,c19h1orf109
ENSG00000284453,MIR1-2,,ENSDARG00000103352,dre-mir-1-2
ENSG00000284032,MIR29A,407021,ENSDARG00000081841,MIR29A
ENSG00000123338,NCKAP1L,3071,ENSDARG00000075748,NCKAP1L
ENSG00000138755,CXCL9,4283,ENSDARG00000102514,BX323596.2
ENSG00000138755,CXCL9,4283,ENSDARG00000101138,BX323596.1
ENSG00000163331,DAPL1,92196,ENSDARG00000109678,dap1b
ENSG00000163331,DAPL1,92196,ENSDARG00000086842,dap1b
ENSG00000108018,SORCS1,114815,ENSDARG00000103535,FO818719.1
ENSG00000108018,SORCS1,114815,ENSDARG00000112034,LO017711.1
ENSG00000163935,SFMBT1,51460,ENSDARG00000109830,SFMBT1
ENSG00000087008,ACOX3,8310,ENSDARG00000038865,acox3
ENSG00000167889,MGAT5B,146664,ENSDARG00000115505,MGAT5B
ENSG00000186367,MINAR2,100127206,ENSDARG00000078922,CR790388.1
ENSG00000161999,JMJD8,339123,ENSDARG00000104841,JMJD8
ENSG00000264324,AC006030.1,,ENSDARG00000019743,dctn1a
ENSG00000211974,IGHV2-70D,,ENSDARG00000096255,ighv8-1
ENSG00000211974,IGHV2-70D,,ENSDARG00000096340,ighv8-2
ENSG00000211974,IGHV2-70D,,ENSDARG00000096259,ighv4-1
ENSG00000107949,BCCIP,56647,ENSDARG00000004948,bccip
ENSG00000188393,CLEC2A,387836,ENSDARG00000074732,BX682234.1
